FISCAL YEAR,AGENCY,CLASSIFICATION,SALARY (ANNUAL) ,FULL/PART TIME,SERVICE TYPE,AGENCY #
2015,JUDICIAL DEPARTMENT,OJD ITS 2,60240,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,63252,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,63252,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,63252,FULL TIME,UNREPRESENTED,19800
2015,"YOUTH AUTHORITY, OREGON",GROUP LIFE COORDINATOR 2,37608,FULL TIME,REPRESENTED,41500
2015,JUDICIAL DEPARTMENT,OJD ITS 2,66408,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,66408,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,66408,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,73260,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,73260,FULL TIME,UNREPRESENTED,19800
2015,JUDICIAL DEPARTMENT,OJD ITS 2,73260,FULL TIME,UNREPRESENTED,19800
2015,"ACCOUNTANCY, OREGON BOARD OF",ADMINISTRATIVE SPECIALIST 1,30468,FULL TIME,UNREPRESENTED,12000
2015,"ACCOUNTANCY, OREGON BOARD OF",ADMINISTRATIVE SPECIALIST 1,33072,FULL TIME,UNREPRESENTED,12000
2015,"ACCOUNTANCY, OREGON BOARD OF",ADMINISTRATIVE SPECIALIST 2,47676,FULL TIME,UNREPRESENTED,12000
2015,"ACCOUNTANCY, OREGON BOARD OF",FINANCIAL INVESTIGATOR 1,63324,FULL TIME,UNREPRESENTED,12000
2015,"ACCOUNTANCY, OREGON BOARD OF",FINANCIAL INVESTIGATOR 1,66360,FULL TIME,UNREPRESENTED,12000
2015,"ACCOUNTANCY, OREGON BOARD OF",OFFICE SPECIALIST 1,38712,FULL TIME,UNREPRESENTED,12000
2015,"ACCOUNTANCY, OREGON BOARD OF",PRINCIPAL EXECUTIVE/MANAGER D,93924,FULL TIME,AGENCY HEAD,12000
2015,"ACCOUNTANCY, OREGON BOARD OF",PROGRAM ANALYST 1,57595,FULL TIME,UNREPRESENTED,12000
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 2,45372,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 2,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 2,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 2,49932,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 2,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 2,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 2,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,63324,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,63324,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,69624,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 3,69624,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,65904,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,69168,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,72552,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,72552,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,76212,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,83954,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,83976,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,83976,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,88175,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTANT 4,88175,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 2,30456,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 2,33072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 2,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 2,41454,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 2,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 2,45448,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,39480,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,39480,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,45372,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ACCOUNTING TECHNICIAN 3,50072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,31632,PART TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,33072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,39480,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,41454,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,PART TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 1,46834,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,33072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,37787,FULL TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,43470,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,45372,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,47688,FULL TIME,REPRESENTED,10700
2015,"CORRECTIONS, DEPT OF",CHAPLAIN,66669,FULL TIME,REPRESENTED,29100
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,50072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ADMINISTRATIVE SPECIALIST 2,52902,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTO/HEAVY EQUIP REPAIR SUPRVR,65904,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE SERVICE TECHNICIAN,25320,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE SERVICE TECHNICIAN,26256,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE SERVICE TECHNICIAN,29220,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE SERVICE TECHNICIAN,33072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE SERVICE TECHNICIAN,33072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE TECHNICIAN 1,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE TECHNICIAN 1,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE TECHNICIAN 2,45372,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",AUTOMOTIVE TECHNICIAN 2,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CLAIMS REPRESENTATIVE 1,54828,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CLAIMS REPRESENTATIVE 1,65904,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CLAIMS REPRESENTATIVE 2,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CLAIMS REPRESENTATIVE 2,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 1,69665,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 1,73105,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 2,72960,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 2,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 2,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 3,83976,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 3,92412,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CONSTRUCTION PROJECT MANAGER 3,97033,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAL SERVICES COORDINATOR,27216,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAL SERVICES COORDINATOR,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAL SERVICES COORDINATOR,36012,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,27216,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,24516,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,25320,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,25320,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,25320,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,26256,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,26586,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,27216,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,27216,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,27216,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,27216,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,28320,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,28320,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,28320,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,29220,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,30456,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,30456,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,30456,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31008,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",CUSTODIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ECONOMIST 4,83976,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ECONOMIST 4,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ECONOMIST 4,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRICIAN 2,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRICIAN 2,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRICIAN 2,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRICIAN 2,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRICIAN 2,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRICIAN 2,69665,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRONIC PUB DESIGN SPEC 1,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRONIC PUB DESIGN SPEC 1,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRONIC PUB DESIGN SPEC 3,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",ELECTRONIC PUB DESIGN SPEC 3,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE ASSISTANT,65904,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE SUPPORT SPECIALIST 1,34476,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE SUPPORT SPECIALIST 1,42564,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE SUPPORT SPECIALIST 2,41400,FULL TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE SUPPORT SPECIALIST 2,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE SUPPORT SPECIALIST 2,47676,FULL TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE SUPPORT SPECIALIST 2,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",EXECUTIVE SUPPORT SPECIALIST 2,49332,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 1,36200,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 2,41454,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 2,45372,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 2,45372,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 2,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 2,49932,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 2,49932,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 2,50072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 3,54828,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 3,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 3,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 3,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 3,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",FACILITY ENERGY TECHNICIAN 3,63353,FULL TIME,REPRESENTED,10700
